0012246|000010584|03205|001|000000003|01|2025|0000000792.721|
0012246|000010585|8817|001|000000003|01|2025|0000000097.540|
0012246|000010586|02031|001|000000001|01|2025|0000000340.000|
0012246|000010587|7896|001|000000003|01|2025|0000000679.735|
0012246|000010588|7975|001|000000001|01|2025|0000000259.200|
0012246|000010589|8630|001|000000001|01|2025|0000000447.084|
0012246|000010590|7868|001|000000001|01|2025|0000000185.271|
0012246|000010591|7664|001|000000003|01|2025|0000000597.813|
0012246|000010592|03228|001|000000001|01|2025|0000000153.451|
0012246|000010593|09568|001|000000003|01|2025|0000000940.210|
0012246|000010594|05023|001|000000003|01|2025|0000000859.515|
0012246|000010595|9477|001|000000003|01|2025|0000000428.601|
0012246|000010596|7826|001|000000001|01|2025|0000000310.462|
0012246|000010597|07128|001|000000001|01|2025|0000000230.191|
0012246|000010598|03754|001|000000001|01|2025|0000000113.970|
0012246|000010599|02032|001|000000001|01|2025|0000000020.000|
0012246|000010600|212121|001|000000001|01|2025|0000000304.160|
0012246|000010601|9575|001|000000003|01|2025|0000000600.975|
0012246|000010602|04491|001|000000001|01|2025|0000000127.990|
0012246|000010603|202020|001|000000001|01|2025|0000000193.441|
0012246|000010604|02020|001|000000001|01|2025|0000000048.230|
0012246|000010605|9578|001|000000003|01|2025|0000000754.091|
0012246|000010606|07101|001|000000003|01|2025|0000000481.902|
0012246|000010607|9828|001|000000003|01|2025|0000000480.631|
0012246|000010608|7939|001|000000001|01|2025|0000000245.842|
0012246|000010609|9434|001|000000003|01|2025|0000000469.000|
0012246|000010610|03220|001|000000001|01|2025|0000000050.690|
0012246|000010611|03218|001|000000003|01|2025|0000000504.382|
0012246|000010612|9123|001|000000001|01|2025|0000000048.000|
0012246|000010613|18824|001|000000001|01|2025|0000000087.729|
0012246|000010614|7764|001|000000001|01|2025|0000000120.550|
0012246|000010615|07306|001|000000001|01|2025|0000000045.510|
0012246|000010616|9574|001|000000003|01|2025|0000000770.881|
0012246|000010617|9570|001|000000003|01|2025|0000001013.110|
0012246|000010618|03076|001|000000001|01|2025|0000000055.000|
0012246|000010619|8874|001|000000003|01|2025|0000000055.660|
0012246|000010620|07108|001|000000001|01|2025|0000000055.649|
0012246|000010621|9151|001|000000001|01|2025|0000000043.180|
0012246|000010622|9413|001|000000003|01|2025|0000000419.111|
0012246|000010623|9402|001|000000003|01|2025|0000000565.889|
0012246|000010624|9493|001|000000003|01|2025|0000000086.011|
0012246|000010625|04507|001|000000003|01|2025|0000000211.140|
0012246|000010626|10122|001|000000001|01|2025|0000000101.130|
0012246|000010627|7895|001|000000003|01|2025|0000000829.176|
0012246|000010628|8754|001|000000003|01|2025|0000000385.821|
0012246|000010629|9889|001|000000001|01|2025|0000000268.478|
0012246|000010630|04348|001|000000003|01|2025|0000000125.170|
0012246|000010631|9404|001|000000003|01|2025|0000000214.509|
0012246|000010632|9150|001|000000001|01|2025|0000000107.881|
0012246|000010633|9567|001|000000003|01|2025|0000000776.331|
0012246|000010634|9148|001|000000003|01|2025|0000000130.990|
0012246|000010635|04512|001|000000001|01|2025|0000000084.740|
0012246|000010636|04357|001|000000003|01|2025|0000000729.790|
0012246|000010637|8490|001|000000003|01|2025|0000000151.120|
0012246|000010638|05258|001|000000003|01|2025|0000000083.540|
0012246|000010639|03237|001|000000003|01|2025|0000000223.452|
0012246|000010640|9149|001|000000001|01|2025|0000000020.000|
0012246|000010641|7598|001|000000001|01|2025|0000000054.390|
0012246|000010642|04634|001|000000003|01|2025|0000000220.371|
0012246|000010643|9435|001|000000003|01|2025|0000000457.042|
0012246|000010644|05018|001|000000003|01|2025|0000000535.542|
0012246|000010645|03075|001|000000001|01|2025|0000000050.000|
0012246|000010646|9239|001|000000003|01|2025|0000000030.560|
0012246|000010647|03737|001|000000001|01|2025|0000000013.791|
0012246|000010648|9571|001|000000001|01|2025|0000000108.249|
0012246|000010649|9436|001|000000001|01|2025|0000000064.000|
0012246|000010650|7943|001|000000003|01|2025|0000000362.530|
0012246|000010651|8633|001|000000003|01|2025|0000000179.762|
0012246|000010652|05613|001|000000001|01|2025|0000000047.360|
0012246|000010653|7867|001|000000003|01|2025|0000000060.011|
0012246|000010654|9576|001|000000003|01|2025|0000000185.372|
0012246|000010655|9577|001|000000001|01|2025|0000000093.560|
0012246|000010656|04510|001|000000003|01|2025|0000000119.811|
0012246|000010657|00017|001|000000001|01|2025|0000000015.000|
0012246|000010658|9438|001|000000001|01|2025|0000000129.001|
0012246|000010659|9437|001|000000001|01|2025|0000000025.000|
0012246|000010660|03755|001|000000001|01|2025|0000000015.000|
